ticket_id,customer_id,created_date,channel,subject,ticket_text,category,priority
TKT-101353,CUST-5522,2026-05-24 11:38,Phone,Unable to reset password,"Please remove my old email address as a backup recovery option, it's no longer active. Thank you.",Account Access,Low
TKT-101128,CUST-9524,2026-05-24 11:59,Chat,Request: dark mode support,Suggestion: allow custom notification schedules instead of the fixed default times.,Feature Request,Low
TKT-101742,CUST-3713,2026-05-24 12:42,Email,Unexpected charge of $9.99,"Can I get a discount applied to my Premium Plan, I saw a promo code that wasn't reflected at checkout?",Billing Issue,Low
TKT-100473,CUST-5659,2026-05-24 14:41,Web Form,Billing discrepancy,"Hi team, this needs to be resolved quickly please, it's affecting my work.",Billing Issue,High
TKT-101254,CUST-7303,2026-05-24 14:46,Web Form,Refund not received yet,Requesting partial refund since one item in order ORD-66144 arrived damaged. Thanks.,Refund Request,Medium
TKT-100577,CUST-5224,2026-05-25 01:52,Phone,Compatibility question,"Does the Annual Membership include access to file upload feature, or is that a separate add-on?",Product Inquiry,Low
TKT-101277,CUST-1645,2026-05-25 03:19,Phone,Error ERR_4042 when using API integration,"I keep getting logged out of the API integration mid-task and losing unsaved work, very frustrating.",Technical Issue,High
TKT-100830,CUST-7225,2026-05-25 04:21,Chat,Requesting refund for Annual Membership,"I cancelled my Annual Membership within the trial period but was still charged $39.99, please refund.",Refund Request,High
TKT-100445,CUST-2371,2026-05-25 06:09,Chat,Update payment method,"Hello Support, the bill this month makes no sense, charged $249.99 extra and nobody told me why Please advise.",Billing Issue,Medium
TKT-102012,CUST-3246,2026-05-25 06:23,Email,Damaged item received,Order ORD-91627 has been 'out for delivery' for three days straight without arriving. Looking forward to your response.,Shipping & Delivery,High
TKT-101264,CUST-8794,2026-05-25 07:15,Phone,Billing discrepancy,"My payment failed but you still show my account as past due, even though I fixed my card details. Please advise.",Billing Issue,High
TKT-100882,CUST-9584,2026-05-25 08:58,Chat,Tracking not updating,"Hello, i'd like to request expedited shipping for order ORD-83717, is that possible after the order's placed?",Shipping & Delivery,Low
TKT-100454,CUST-3038,2026-05-25 08:58,Chat,Requesting refund for Premium Plan,"Refund request for order ORD-91547 - changed my mind, no longer need the item.",Refund Request,Low
TKT-102125,CUST-6483,2026-05-25 09:13,Phone,Sync issue with data export tool,"Hi team, the API integration is returning error ERR_SYNC_77 intermittently since May 15, 2026, breaking our automated workflows. Thanks.",Technical Issue,Critical
TKT-100282,CUST-9177,2026-05-25 09:17,Chat,2FA code not received,How long does account verification usually take? Submitted my documents 13 days ago.,Account Access,Low
TKT-100152,CUST-5151,2026-05-25 09:18,Phone,Unable to load data export tool,"System keeps logging me out every few minutes while using the data export tool, very disruptive.",Technical Issue,High
TKT-100033,CUST-7796,2026-05-25 10:16,Phone,Order ORD-96152 delayed,"i received the wrong item, ordered a bluetooth speaker but got something completely different.",Shipping & Delivery,High
TKT-100741,CUST-4461,2026-05-25 11:06,Chat,Pricing question,how does the bluetooth speaker compare to your previous model in terms of battery life? Thank you.,Product Inquiry,Low
TKT-101253,CUST-4215,2026-05-25 11:30,Chat,Unexpected charge of $149.99,Charged $149.99 for a plan I never signed up for. This needs to be reversed today. Appreciate the help.,Billing Issue,Critical
TKT-101795,CUST-7047,2026-05-25 11:57,Email,Shipping address change request,My tracking number for order ORD-23879 isn't working on the carrier's website.,Shipping & Delivery,Medium
TKT-101021,CUST-3876,2026-05-25 14:05,Phone,Suggestion for customer portal improvement,"Hi, requesting native integration between customer portal and our accounting software. Please advise.",Feature Request,Low
TKT-100878,CUST-5313,2026-05-25 15:39,Email,Refund amount incorrect,It's been 16 days since I returned the bluetooth speaker and I still haven't received my refund of $39.99. Thanks.,Refund Request,High
TKT-101031,CUST-1296,2026-05-25 16:46,Phone,Unexpected charge of $9.99,Can someone explain why my invoice shows $9.99 when my plan is supposed to cost less?,Billing Issue,Medium
TKT-101534,CUST-1886,2026-05-25 19:40,Phone,Unable to load customer portal,"after updating the app, the customer portal button is missing entirely from the menu.",Technical Issue,Medium
TKT-102158,CUST-8923,2026-05-25 21:51,Email,Refund request for order ORD-24835,Can refunds be issued to a different card than the one originally used for order ORD-24835?,Refund Request,Low
TKT-101453,CUST-3267,2026-05-25 23:00,Chat,App crashing on MacBook,the file upload feature keeps crashing whenever I try to save changes. Could someone look into this? Appreciate the help.,Technical Issue,High
TKT-100330,CUST-3745,2026-05-26 00:12,Chat,Account recovery needed,"need to add a team member with admin permissions to our account, how do I do this? Please advise.",Account Access,Low
TKT-102130,CUST-2854,2026-05-26 00:28,Chat,Sync issue with two-factor authentication,i'm getting error ERR_SYNC_77 every time I try to open the two-factor authentication on my iPad. It's been happening for 11 days now.,Technical Issue,High
TKT-101510,CUST-4666,2026-05-26 01:39,Email,Sync issue with mobile app,"Small bug: the date picker in the mobile app shows the wrong month sometimes. Not urgent, just wanted to flag it.",Technical Issue,Low
TKT-100668,CUST-5419,2026-05-26 05:13,Web Form,Billing discrepancy,"Hello, there's a $99.99 charge on my statement I don't recognize, can you clarify what this is for?",Billing Issue,Medium
TKT-100401,CUST-3077,2026-05-26 05:53,Email,Invoice request,"i was billed for the Standard Plan even though I cancelled it back on January 13, 2026.",Billing Issue,High
TKT-100101,CUST-1320,2026-05-26 12:36,Phone,Suspicious login activity,"trying to delete my account permanently, can't find the option in settings.",Account Access,Medium
TKT-100173,CUST-3083,2026-05-26 14:54,Email,Package marked delivered but missing,Package for order ORD-37297 shows as delivered but I never received it.,Shipping & Delivery,High
TKT-101019,CUST-3560,2026-05-26 15:51,Email,Suspicious login activity,"Hi team, i want to downgrade my account permissions for one of my team members, where do I do that? Please advise.",Account Access,Low
TKT-100872,CUST-8133,2026-05-26 19:30,Email,Can't log in to my account,Dark mode setting in search function resets itself every time I refresh the page.,Account Access,Low
TKT-101816,CUST-9009,2026-05-26 21:44,Phone,Order ORD-55314 delayed,Just want to double check the estimated delivery window for order ORD-55314.,Shipping & Delivery,Low
TKT-100319,CUST-6940,2026-05-27 00:22,Chat,Question about my invoice,"I'm not seeing the credit you mentioned applied to my account after the support call on May 21, 2026.",Billing Issue,Medium
TKT-101629,CUST-5606,2026-05-27 07:22,Phone,Refund not received yet,"Your return policy mentions a window of 13 days, am I still eligible to request a refund for order ORD-56711?",Refund Request,Low
TKT-100204,CUST-1485,2026-05-27 09:50,Chat,Shipping address change request,Package for order ORD-95229 shows as delivered but I never received it. Looking forward to your response.,Shipping & Delivery,Critical
TKT-102103,CUST-9548,2026-05-27 10:06,Web Form,Platform down,Performance has degraded a lot recently - everything in data export tool takes 3-4x longer to load than before.,Technical Issue,Medium
TKT-101120,CUST-4372,2026-05-27 14:22,Chat,Can't log in to my account,how long does account verification usually take? Submitted my documents 5 days ago.,Account Access,Low
TKT-101217,CUST-1046,2026-05-27 16:37,Chat,Platform down,"The website's checkout page throws error ERR_SYNC_77 at the final step, customers can't complete purchases. URGENT. Thank you.",Technical Issue,Critical
TKT-100547,CUST-2950,2026-05-27 17:14,Phone,Account locked,reaching out again as I haven't heard back about my last message. Pls advise.,Account Access,Medium
TKT-101934,CUST-2070,2026-05-27 17:33,Email,Feature suggestion for data export tool,"Requesting a bulk edit option in data export tool, editing items one by one is really slow.",Feature Request,Medium
TKT-102005,CUST-1329,2026-05-27 18:40,Chat,Billing discrepancy,Charged $14.99 for a plan I never signed up for. This needs to be reversed today.,Billing Issue,Critical
TKT-101163,CUST-6576,2026-05-27 19:48,Web Form,Suggestion for file upload feature improvement,Please add a way to schedule reports in file upload feature instead of generating them manually each time. Looking forward to your response.,Feature Request,Low
TKT-101502,CUST-1269,2026-05-27 20:55,Web Form,App crashing on Samsung tablet,"Hello Support, system keeps logging me out every few minutes while using the data export tool, very disruptive.",Technical Issue,High
TKT-100645,CUST-6590,2026-05-27 22:04,Web Form,Pro Plan vs Premium Plan comparison,Curious if dark mode setting works offline or requires constant internet connection. Looking forward to your response.,Product Inquiry,Low
TKT-101497,CUST-3629,2026-05-27 22:54,Phone,Refund not received yet,"i want to cancel and get a refund for the annual Premium Plan, I no longer need it.",Refund Request,Medium
TKT-100491,CUST-7039,2026-05-27 23:33,Web Form,Requesting refund for Premium Plan,"I'm not satisfied with the wireless mouse, it's not what I expected, can I return it for a refund?",Refund Request,Low
TKT-101322,CUST-9971,2026-05-28 02:22,Phone,Integration request,I'd appreciate some clarity on what's happening with my request. Appreciate the help.,Feature Request,Low
TKT-101285,CUST-8475,2026-05-28 03:13,Chat,Suspicious login activity,"Hi team, i never received the two-factor authentication code to my phone, I'm stuck on the login screen. Appreciate the help.",Account Access,High
TKT-101380,CUST-8866,2026-05-28 03:46,Email,Request: dark mode support,Could u add an undo button to calendar sync? Accidentally deleted something important recently.,Feature Request,Medium
TKT-102142,CUST-2265,2026-05-28 03:48,Chat,Requesting refund for Standard Plan,can I get a refund instead of store credit for order ORD-40631? Store credit doesn't work for me.,Refund Request,Low
TKT-100363,CUST-6249,2026-05-28 06:22,Web Form,Sync issue with calendar sync,The calendar sync keeps crashing whenever I try to save changes. Could someone look into this? Thanks.,Technical Issue,High
TKT-101899,CUST-8109,2026-05-28 08:06,Phone,Error ERR_CONN_RESET when using reporting module,"The notification settings in reporting module aren't saving my preferences, I have to redo it every login.",Technical Issue,Low
TKT-101416,CUST-7523,2026-05-28 09:32,Chat,Invoice request,Why did my Premium Plan price increase from last month without any notice?,Billing Issue,Medium
TKT-100092,CUST-6767,2026-05-28 10:06,Web Form,Tracking not updating,"The packaging for the portable charger was completely soaked, looks like water damage.",Shipping & Delivery,Medium
TKT-100348,CUST-2525,2026-05-28 11:06,Email,New feature idea,Could you add an undo button to calendar sync? Accidentally deleted something important recently. Please advise.,Feature Request,Medium
TKT-102163,CUST-3759,2026-05-28 11:30,Web Form,Standard Plan vs Premium Plan comparison,Curious if customer portal works offline or requires constant internet connection.,Product Inquiry,Low
TKT-100966,CUST-9378,2026-05-28 13:27,Chat,New feature idea,"It would be great if the search function supported dark mode, staring at the bright screen at night is rough.",Feature Request,Low
TKT-100963,CUST-1744,2026-05-28 17:06,Web Form,Package marked delivered but missing,"My order ORD-38432 was supposed to arrive on February 27, 2026 but tracking hasn't updated in 18 days.",Shipping & Delivery,High
TKT-101656,CUST-7121,2026-05-28 17:21,Email,Requesting refund for Pro Plan,"Hello, refund request for order ORD-56651 - changed my mind, no longer need the item. Appreciate the help.",Refund Request,Low
TKT-101232,CUST-1729,2026-05-28 18:32,Phone,Update payment method,Is it possible to switch from monthly to annual billing for the Annual Membership? Want to know if it saves money.,Billing Issue,Low
TKT-101354,CUST-8758,2026-05-28 19:35,Chat,Refund for double billing,How do I update my payment method for the Basic Plan subscription?,Billing Issue,Low
TKT-100711,CUST-9315,2026-05-28 20:31,Web Form,Question about my invoice,"I was billed for the Annual Membership even though I cancelled it back on May 22, 2026.",Billing Issue,High
TKT-102105,CUST-6731,2026-05-28 22:02,Phone,Refund amount incorrect,"Was promised a refund of $39.99 by a support agent on February 21, 2026, hasn't been processed yet.",Refund Request,High
TKT-100593,CUST-4183,2026-05-28 22:12,Chat,Suggestion for team collaboration tool improvement,It would help a lot if team collaboration tool had an offline mode for when we lose internet.,Feature Request,Medium
TKT-101929,CUST-7290,2026-05-28 22:43,Web Form,Update payment method,Urgently need this resolved - I was double billed $199.99 for Pro Plan and my card limit is now maxed out.,Billing Issue,Critical
TKT-100230,CUST-7186,2026-05-28 23:17,Web Form,Shipping address change request,can I change the shipping address for order ORD-97575? It hasn't shipped yet I think.,Shipping & Delivery,High
TKT-100507,CUST-5916,2026-05-29 02:29,Web Form,Question about laptop stand,"Hi, do you offer a free trial for the Standard Plan before committing to a subscription?",Product Inquiry,Low
TKT-101882,CUST-6615,2026-05-29 02:31,Phone,Question about my invoice,"Please update my billing address, the one on file is outdated.",Billing Issue,Low
TKT-101840,CUST-6925,2026-05-29 06:42,Chat,Unable to load API integration,"I can't upload files through the API integration, it just shows error ERR_CONN_RESET and nothing happens. Appreciate the help.",Technical Issue,High
TKT-102176,CUST-6903,2026-05-29 07:53,Phone,Pricing question,How does the monitor stand compare to your previous model in terms of battery life? Thanks.,Product Inquiry,Low
TKT-100034,CUST-2768,2026-05-29 08:00,Web Form,Refund request for order ORD-94893,"Your return policy mentions a window of 9 days, am I still eligible to request a refund for order ORD-94893?",Refund Request,Low
TKT-101524,CUST-3897,2026-05-29 08:39,Phone,Error ERR_AUTH_22 when using customer portal,"There's a problem that needs attention, please advise.",Technical Issue,Medium
TKT-101550,CUST-4442,2026-05-29 09:04,Chat,Enterprise Plan vs Annual Membership comparison,"Does the Enterprise Plan include access to team collaboration tool, or is that a separate add-on?",Product Inquiry,Medium
TKT-100492,CUST-7649,2026-05-29 09:36,Email,Wrong item received,Order ORD-66569 has been 'out for delivery' for three days straight without arriving.,Shipping & Delivery,Critical
TKT-101999,CUST-8276,2026-05-29 10:15,Web Form,Question about my invoice,"Hello Support, there's a $9.99 charge on my statement I don't recognize, can you clarify what this is for?",Billing Issue,Medium
TKT-100825,CUST-3246,2026-05-29 17:02,Chat,Update payment method,Just confirming - does the $24.99 I see include tax or is that added separately at checkout? Thank u.,Billing Issue,Low
TKT-100743,CUST-2528,2026-05-29 17:44,Web Form,Wrong item received,international shipping fees seem way higher than what was quoted at checkout for order ORD-67631.,Shipping & Delivery,Medium
TKT-101818,CUST-3249,2026-05-29 18:57,Web Form,Question about USB-C hub,What's the difference between the Standard Plan and Annual Membership? Trying to decide which one to get.,Product Inquiry,Low
TKT-100773,CUST-2836,2026-05-29 21:28,Chat,Tracking not updating,"Hi, the delivery driver left my package in plain view of the street, I'm worried about theft.",Shipping & Delivery,Medium
TKT-100002,CUST-5268,2026-05-29 21:45,Email,Integration request,can you add the ability to export data from API integration directly to Google Sheets? Thank you.,Feature Request,Low
TKT-100431,CUST-7961,2026-05-29 21:57,Chat,Unable to load billing portal,"Small bug: the date picker in the billing portal shows the wrong month sometimes. Not urgent, just wanted to flag it. Looking forward to your response.",Technical Issue,Medium
TKT-101729,CUST-8232,2026-05-29 23:01,Chat,Tracking not updating,"My order ORD-62393 was supposed to arrive on May 14, 2026 but tracking hasn't updated in 21 days.",Shipping & Delivery,High
TKT-101136,CUST-4533,2026-05-29 23:44,Chat,dashboard not working,"The notification settings in dashboard aren't saving my preferences, I have to redo it every login.",Technical Issue,Medium
TKT-101407,CUST-9045,2026-05-30 00:08,Email,Suspicious login activity,"hello, my session keeps expiring every few minutes, having to log in repeatedly is really annoying.",Account Access,Medium
TKT-101873,CUST-7655,2026-05-30 02:20,Phone,reporting module not working,The reporting module keeps crashing whenever I try to save changes. Could someone look into this?,Technical Issue,High
TKT-101483,CUST-3589,2026-05-30 06:21,Chat,Wrong item received,"My order ORD-73055 was supposed to arrive on April 19, 2026 but tracking hasn't updated in 21 days. Thx.",Shipping & Delivery,High
TKT-101722,CUST-7349,2026-05-30 15:36,Email,Order ORD-13918 delayed,"The wireless headphones arrived damaged, the box was crushed during shipping.",Shipping & Delivery,High
TKT-102148,CUST-8551,2026-05-30 17:55,Phone,Refund not received yet,"The laptop stand I received was defective, requesting a refund rather than a replacement.",Refund Request,High
TKT-101615,CUST-8428,2026-05-30 18:54,Phone,Refund not received yet,Requesting partial refund since one item in order ORD-71554 arrived damaged. Thanks.,Refund Request,Medium
TKT-102091,CUST-9222,2026-05-30 21:22,Web Form,Account recovery needed,"requesting account recovery, I lost access to the email I originally signed up with. Appreciate the help.",Account Access,High
TKT-100059,CUST-9907,2026-05-30 21:44,Chat,Question about my invoice,"Hi, just confirming - does the $19.99 I see include tax or is that added separately at checkout? Looking forward to your response.",Billing Issue,Low
TKT-101970,CUST-6615,2026-05-30 22:18,Email,2FA code not received,"I can't log into my account, it keeps saying my password is incorrect even after I reset it. Thanks.",Account Access,High
TKT-100304,CUST-1220,2026-05-30 23:14,Phone,Question about my invoice,urgently need this resolved - I was double billed $14.99 for Pro Plan and my card limit is now maxed out.,Billing Issue,High
TKT-101785,CUST-7248,2026-05-31 06:22,Email,Can't log in to my account,The file upload feature keeps crashing whenever I try to save changes. Could someone look into this? Please advise.,Account Access,High
TKT-100528,CUST-2536,2026-05-31 06:41,Chat,Question about my invoice,"Hello, just following up on something I reported earlier.",Billing Issue,Low
TKT-101554,CUST-2165,2026-05-31 08:44,Web Form,Order stuck in processing,"Hi team, can I change the shipping address for order ORD-58252? It hasn't shipped yet I think.",Shipping & Delivery,Medium
TKT-101856,CUST-6786,2026-05-31 10:35,Phone,New feature idea,Requesting the option to customize the dashboard layout in search function.,Feature Request,Medium
TKT-100590,CUST-7313,2026-05-31 16:11,Chat,Duplicate charge on my account,"Something seems off, not sure who to contact about this. Appreciate the help.",Billing Issue,Low
TKT-101974,CUST-8875,2026-05-31 17:21,Chat,Basic Plan vs Standard Plan comparison,"Hello Support, feature idea: let us tag and filter items by custom labels in API integration.",Product Inquiry,Low
TKT-100939,CUST-7973,2026-05-31 18:48,Web Form,New feature idea,can u add support for recurring tasks within mobile app? Currently have to recreate them manually.,Feature Request,Medium
TKT-101391,CUST-6629,2026-05-31 21:50,Chat,Unable to load search function,"Getting a blank white screen when I try to load the dashboard on Samsung tablet. Tried clearing cache, didn't help. Please advise.",Technical Issue,High
TKT-100028,CUST-7312,2026-05-31 23:07,Email,2FA code not received,How long does account verification usually take? Submitted my documents 5 days ago.,Account Access,Low
TKT-100209,CUST-4210,2026-06-01 00:36,Phone,Refund amount incorrect,"Not sure if this is the right place to ask, but I need help. Thanks.",Refund Request,Low
TKT-102200,CUST-6542,2026-06-01 01:47,Chat,Account recovery needed,"Hi team, is there a way to set up single sign-on (SSO) for our organization's account?",Account Access,Low
TKT-100637,CUST-7168,2026-06-01 03:30,Web Form,Subscription renewal issue,Why did my Standard Plan price increase from last month without any notice? Please advise.,Billing Issue,Medium
TKT-100108,CUST-3532,2026-06-01 06:36,Web Form,Refund for double billing,"I noticed a late fee of $149.99 added to my account, but I paid on time. Please review. Looking forward to your response.",Billing Issue,Medium
TKT-101589,CUST-9162,2026-06-01 07:22,Web Form,Order ORD-31964 delayed,"I'd like to request expedited shipping for order ORD-31964, is that possible after the order's placed?",Shipping & Delivery,Low
TKT-100752,CUST-4382,2026-06-01 11:03,Chat,Sync issue with reporting module,"Small bug: the date picker in the reporting module shows the wrong month sometimes. Not urgent, just wanted to flag it.",Technical Issue,Low
TKT-101220,CUST-3759,2026-06-01 11:05,Email,Order stuck in processing,why was my order split into multiple shipments? I only see tracking for one of them. Thanks.,Shipping & Delivery,Low
TKT-101515,CUST-1681,2026-06-01 11:28,Phone,Account recovery needed,"pls prioritize this, it's been an ongoing issue for a bit now.",Account Access,Critical
TKT-101344,CUST-4703,2026-06-01 12:20,Phone,Billing discrepancy,"Please cancel my upcoming renewal, I don't want to be charged $29.99 again next cycle. Thank you.",Billing Issue,High
TKT-100067,CUST-2023,2026-06-01 14:14,Phone,Product availability question,is the wireless headphones compatible with iPhone?,Product Inquiry,Low
TKT-100159,CUST-2851,2026-06-01 14:36,Web Form,Question about office chair cushion,"Please consider adding multi-language support to the customer portal, it would help our international team.",Product Inquiry,Low
TKT-102035,CUST-9301,2026-06-01 14:41,Phone,Bug in file upload feature,"The file upload feature has been completely down since January 12, 2026 and I can't get any work done. This is extremely urgent, please fix it ASAP.",Technical Issue,Critical
TKT-100699,CUST-7798,2026-06-01 15:11,Phone,Error ERR_SYNC_77 when using file upload feature,"After updating the app, the file upload feature button is missing entirely from the menu.",Technical Issue,Medium
TKT-101650,CUST-1872,2026-06-01 15:56,Email,Pricing question,What's included in the warranty for the fitness tracker?,Product Inquiry,Medium
TKT-102167,CUST-2398,2026-06-01 21:07,Email,Sync issue with notification settings,"Hi team, system keeps logging me out every few minutes while using the notification settings, very disruptive.",Technical Issue,High
TKT-100529,CUST-2454,2026-06-01 22:04,Email,Account suspended,"requesting account recovery, I lost access to the email I originally signed up with. Thanks.",Account Access,High
TKT-100608,CUST-5408,2026-06-01 22:05,Web Form,Unable to reset password,"Hi, my account got logged out on all devices and now won't let me back in at all.",Account Access,High
TKT-100042,CUST-2191,2026-06-01 22:28,Email,Pricing question,suggestion: allow custom notification schedules instead of the fixed default times.,Product Inquiry,Low
TKT-101688,CUST-4782,2026-06-01 23:37,Web Form,New feature idea,"Hello, would be cool if file upload feature had a search filter by date range, kinda needed tbh",Feature Request,Low
TKT-100211,CUST-3761,2026-06-01 23:43,Chat,New feature idea,It would help a lot if calendar sync had an offline mode for when we lose internet.,Feature Request,Medium
TKT-101334,CUST-7930,2026-06-02 04:07,Email,Damaged item received,Is local pickup available as an alternative to shipping for my area? Looking forward to your response.,Shipping & Delivery,Low
TKT-101958,CUST-3015,2026-06-02 05:05,Email,Order stuck in processing,"my order ORD-47946 was supposed to arrive on January 26, 2026 but tracking hasn't updated in 18 days.",Shipping & Delivery,High
TKT-101042,CUST-9536,2026-06-02 06:32,Email,Account locked,"Hi, getting 'invalid credentials' error even though I just reset the password successfully.",Account Access,High
TKT-101710,CUST-4523,2026-06-02 09:17,Chat,Billing discrepancy,"the bill this month makes no sense, charged $149.99 extra and nobody told me why",Billing Issue,Medium
TKT-101249,CUST-5613,2026-06-02 15:15,Web Form,Duplicate charge on my account,"Hi, i noticed a late fee of $14.99 added to my account, but I paid on time. Please review.",Billing Issue,Medium
TKT-102082,CUST-4017,2026-06-02 17:06,Phone,Compatibility question,wondering what languages the data export tool currently supports.,Product Inquiry,Low
TKT-100994,CUST-9092,2026-06-02 22:56,Phone,Billing discrepancy,"the bill this month makes no sense, charged $49.99 extra and nobody told me why Thanks.",Billing Issue,Medium
TKT-101295,CUST-4143,2026-06-03 00:49,Phone,Platform down,"Hello, i'd appreciate some clarity on what's happening with my request.",Technical Issue,Low
TKT-101660,CUST-9625,2026-06-03 01:14,Chat,Can't log in to my account,"i want to downgrade my account permissions for one of my team members, where do I do that?",Account Access,Low
TKT-102034,CUST-4403,2026-06-03 01:18,Web Form,Requesting refund for Pro Plan,"I'm not satisfied with the USB-C hub, it's not what I expected, can I return it for a refund?",Refund Request,Low
TKT-100079,CUST-2643,2026-06-03 02:43,Web Form,Suspicious login activity,"Not happy with how this was handled, pls look into it.",Account Access,Medium
TKT-100311,CUST-8625,2026-06-03 02:53,Phone,Platform down,The data export tool keeps crashing whenever I try to save changes. Could someone look into this?,Technical Issue,Critical
TKT-100135,CUST-6924,2026-06-03 03:47,Email,Suspicious login activity,I'm an admin but suddenly can't access the billing section of our account anymore. Appreciate the help.,Account Access,Medium
TKT-101038,CUST-1414,2026-06-03 10:26,Email,Can't log in to my account,"I need assistance, please respond when you get a chance. Appreciate the help.",Account Access,Low
TKT-102029,CUST-6559,2026-06-03 11:14,Email,App crashing on Samsung tablet,"Hello Support, the app crashes immediately after I open it on my Samsung tablet. I've tried reinstalling twice already.",Technical Issue,Critical
TKT-101724,CUST-4109,2026-06-03 11:43,Email,Slow performance issue,"the API integration is returning error ERR_AUTH_22 intermittently since April 08, 2026, breaking our automated workflows.",Technical Issue,High
TKT-100488,CUST-7172,2026-06-03 16:21,Web Form,Unable to reset password,"please remove my old email address as a backup recovery option, it's no longer active.",Account Access,Low
TKT-100423,CUST-7381,2026-06-03 18:05,Email,Order ORD-93080 delayed,can u confirm if order ORD-93080 has shipped yet? Haven't gotten a confirmation email.,Shipping & Delivery,Low
TKT-101590,CUST-1964,2026-06-03 20:11,Chat,Pricing question,What's included in the warranty for the laptop stand?,Product Inquiry,Low
TKT-100285,CUST-4222,2026-06-03 23:38,Chat,Duplicate charge on my account,I'm not sure what happened but something definitely isn't right. Looking forward to your response.,Billing Issue,Low
TKT-100552,CUST-6616,2026-06-04 01:53,Chat,Product availability question,Wondering what languages the calendar sync currently supports.,Product Inquiry,Low
TKT-102000,CUST-1498,2026-06-04 05:08,Web Form,Update payment method,My credit card on file expired and I think that's why my last payment of $99.99 bounced.,Billing Issue,Medium
TKT-100871,CUST-3747,2026-06-04 05:43,Chat,Package marked delivered but missing,Reaching out again as I haven't heard back about my last message. Thank you.,Shipping & Delivery,Medium
TKT-100860,CUST-1048,2026-06-04 08:24,Email,Premium Plan vs Standard Plan comparison,Curious if search function works offline or requires constant internet connection.,Product Inquiry,Low
TKT-100926,CUST-9034,2026-06-04 11:24,Phone,Integration request,it would help a lot if dashboard had an offline mode for when we lose internet.,Feature Request,Medium
TKT-100077,CUST-8382,2026-06-04 12:52,Chat,Pricing question,"Hello, is the monitor stand compatible with Windows laptop?",Product Inquiry,Low
TKT-102146,CUST-8200,2026-06-04 13:11,Email,Account suspended,getting 'invalid credentials' error even though I just reset the password successfully.,Account Access,High
TKT-100341,CUST-8676,2026-06-04 13:45,Web Form,Refund not received yet,"I was charged $59.99 twice for my Standard Plan this month, please refund the duplicate charge immediately.",Refund Request,High
TKT-100116,CUST-9395,2026-06-04 13:48,Email,Requesting refund for Enterprise Plan,"Hi team, requesting refund confirmation in writing for order ORD-50295, need it for my records.",Refund Request,Medium
TKT-100690,CUST-9215,2026-06-04 14:07,Email,Tracking not updating,"requesting to cancel order ORD-25482 before it ships, placed it by mistake.",Shipping & Delivery,Medium
TKT-100817,CUST-7796,2026-06-04 15:35,Web Form,Duplicate charge on my account,"my company needs a tax document for payments made this year, who can provide that? Looking forward to your response.",Billing Issue,Low
TKT-100403,CUST-2507,2026-06-04 16:46,Email,Subscription renewal issue,"Hi, just confirming - does the $79.99 I see include tax or is that added separately at checkout?",Billing Issue,Low
TKT-101732,CUST-4075,2026-06-04 19:29,Email,Partial refund needed,is there a restocking fee if I return the phone case for a refund?,Refund Request,Low
TKT-101516,CUST-6398,2026-06-04 20:48,Chat,Package marked delivered but missing,"Hi team, requesting to cancel order ORD-55150 before it ships, placed it by mistake.",Shipping & Delivery,Medium
TKT-101939,CUST-1041,2026-06-04 21:28,Chat,Request: dark mode support,Can you add support for recurring tasks within data export tool? Currently have to recreate them manually.,Feature Request,High
TKT-101692,CUST-6313,2026-06-04 22:50,Chat,Pro Plan vs Standard Plan comparison,"Is the Pro Plan suitable for a team of 10 people, or is there a per-seat limit?",Product Inquiry,Low
TKT-101591,CUST-7176,2026-06-05 01:39,Chat,Suggestion for customer portal improvement,"please consider adding multi-language support to the customer portal, it would help our international team. Thank you.",Feature Request,Low
TKT-100518,CUST-6159,2026-06-05 03:07,Chat,Refund amount incorrect,"I'd like to request expedited shipping for order ORD-84086, is that possible after the order's placed?",Refund Request,Low
TKT-100560,CUST-3793,2026-06-05 05:30,Web Form,Platform down,"The mobile app freezes on the loading screen, stuck there for over 5 days now across multiple devices.",Technical Issue,Critical
TKT-100489,CUST-6205,2026-06-05 05:51,Email,Refund not received yet,"was promised a refund of $149.99 by a support agent on March 06, 2026, hasn't been processed yet.",Refund Request,High
TKT-101461,CUST-8843,2026-06-05 11:20,Email,Refund amount incorrect,"Hi, how long does standard shipping usually take for orders to my region? Appreciate the help.",Refund Request,Low
TKT-101040,CUST-6005,2026-06-05 11:20,Chat,Error ERR_CONN_RESET when using dashboard,Performance has degraded a lot recently - everything in dashboard takes 3-4x longer to load than before.,Technical Issue,Medium
TKT-101607,CUST-6199,2026-06-05 14:11,Chat,Partial refund needed,"pls refund my money for Premium Plan, cancelled weeks ago and still got charged $29.99",Refund Request,High
TKT-101772,CUST-3495,2026-06-05 15:51,Phone,2FA code not received,"Hi team, i have a question about my recent experience with your service.",Account Access,Low
TKT-100820,CUST-8987,2026-06-05 18:06,Web Form,Platform down,dark mode setting in API integration resets itself every time I refresh the page.,Technical Issue,Low
TKT-101620,CUST-4671,2026-06-05 19:57,Phone,Shipping address change request,How long does standard shipping usually take for orders to my region?,Shipping & Delivery,Low
TKT-101713,CUST-8566,2026-06-05 20:57,Phone,Compatibility question,does the monitor stand come in any other colors besides what's shown on the website?,Product Inquiry,Low
